iter	RMSE
770	3.285903244
771	3.283983964
772	3.282591891
773	3.28197122
774	3.281643798
775	3.280451748
776	3.279117484
777	3.277364192
778	3.276305914
779	3.275679234
780	3.273645377
781	3.273359472
782	3.271880241
783	3.270882479
784	3.269435882
785	3.266855043
786	3.263630719
787	3.261412163
788	3.259579628
789	3.258520439
790	3.256634319
791	3.25643607
792	3.254750151
793	3.25424223
794	3.251270355
795	3.249534494
796	3.249318123
797	3.246470608
798	3.244344297
799	3.242753751
800	3.240162193
801	3.238442631
802	3.237829648
803	3.237279433
804	3.235916828
805	3.234626147
806	3.234543191
807	3.232404691
808	3.230991048
809	3.22856836
810	3.226006726
811	3.223905981
812	3.221719241
813	3.220010002
814	3.217387911
815	3.215820097
816	3.212680651
817	3.212600606
818	3.210275699
819	3.208924905
820	3.207785975
821	3.207164222
822	3.206325398
823	3.202701662
824	3.199933277
825	3.198477135
826	3.196201726
827	3.193634661
828	3.191361563
829	3.190826367
830	3.189634206
831	3.188646536
832	3.187639604
833	3.187569374
834	3.185602393
835	3.185525647
836	3.182849335
837	3.179630465
838	3.178678993
839	3.176596104
840	3.17396511
841	3.17184436
842	3.169681322
843	3.167197142
844	3.165403963
845	3.164765661
846	3.1636046
847	3.161062631
848	3.159135064
849	3.158007741
850	3.157380139
851	3.155943958
852	3.155280249
853	3.155097827
854	3.153403113
855	3.153111072
856	3.152185901
857	3.151363665
858	3.150036903
859	3.149572951
860	3.147992002
861	3.145775342
862	3.143553874
863	3.142561702
864	3.140850503
865	3.140220047
866	3.137848356
867	3.137616274
868	3.136813977
869	3.135695527
870	3.132684166
871	3.131853097
872	3.131049242
873	3.130415365
874	3.129526023
875	3.128975882
876	3.127528239
877	3.125415179
878	3.124641297
879	3.122938989
880	3.119628374
881	3.117748263
882	3.117185219
883	3.116223043
884	3.116054786
885	3.114857622
886	3.113807185
887	3.111764665
888	3.110279947
889	3.107898432
890	3.105604413
891	3.102694692
892	3.100243312
893	3.099372469
894	3.098666858
895	3.096151119
896	3.093664054
897	3.092313452
898	3.090668783
899	3.090604776
900	3.08784979
901	3.08718501
902	3.084971919
903	3.082960631
904	3.080517565
905	3.080392436
906	3.078095489
907	3.076189547
908	3.073239306
909	3.071230563
910	3.068818848
911	3.066040424
912	3.065401623
913	3.063172589
914	3.060866605
915	3.058406199
916	3.057574305
917	3.056958164
918	3.054344467
919	3.05281487
920	3.050206263
921	3.048270859
922	3.048024733
923	3.047092483
924	3.045767566
925	3.045115328
926	3.044392411
927	3.042147376
928	3.041593733
929	3.040957166
930	3.040367225
931	3.038823011
932	3.036178657
933	3.033593144
934	3.032183207
935	3.029806269
936	3.027929528
937	3.025324558
938	3.023991152
939	3.022692525
940	3.020169165
941	3.019237009
942	3.017145083
943	3.016229368
944	3.014938571
945	3.014269339
946	3.011367516
947	3.00784124
948	3.006968643
949	3.006643937
950	3.00659817
951	3.005392798
952	3.003645067
953	3.000957738
954	2.998700435
955	2.997659818
956	2.996968266
957	2.996851995
958	2.994498978
959	2.992654566
960	2.990915471
961	2.990587555
962	2.987494329
963	2.98515638
964	2.984812183
965	2.983560573
966	2.982433767
967	2.981619106
968	2.980223039
969	2.977922163
970	2.975641116
971	2.97388847
972	2.972654572
973	2.971559791
974	2.96965883
975	2.967952689
976	2.966561863
977	2.965797639
978	2.964832647
979	2.962483129
980	2.961131501
981	2.959670588
982	2.95818534
983	2.956863647
984	2.955388377
985	2.953573619
986	2.952067662
987	2.950234721
988	2.949883024
989	2.949329459
990	2.946617479
991	2.946181319
992	2.94313844
993	2.940454672
994	2.940324715
995	2.938825093
996	2.938244236
997	2.937413766
998	2.935786045
999	2.934938727
